GEO,REF_DATE,National Occupational Classification (NOC),VALUE
Alberta,2021-10,"Natural resources, agriculture and related production occupations, except management",146.6
Alberta,2021-10,Nursing and allied health professionals,78.5
Alberta,2021-10,"Occupations in art, culture and sport",19.599999999999998
Alberta,2021-10,"Occupations in art, culture, recreation and sport, except management",91.8
Alberta,2021-10,"Occupations in education, law and social, community and government services, except management",503.0
Alberta,2021-10,Occupations in front-line public protection services,23.3
Alberta,2021-10,"Occupations in manufacturing and utilities, except management",141.29999999999998
Alberta,2021-10,Occupations in sales and services,153.1
Alberta,2021-10,"Paraprofessional occupations in legal, social, community and education services",86.69999999999999
Alberta,2021-10,Professional occupations in applied sciences (except engineering),124.2
Alberta,2021-10,Professional occupations in art and culture,15.2
Alberta,2021-10,Professional occupations in business,92.6
Alberta,2021-10,Professional occupations in education services,183.1
Alberta,2021-10,Professional occupations in engineering,89.6
Alberta,2021-10,Professional occupations in finance,100.7
Alberta,2021-10,Professional occupations in finance and business,197.6
Alberta,2021-10,Professional occupations in government services,61.0
Alberta,2021-10,Professional occupations in health,149.8
Alberta,2021-10,Professional occupations in law,21.9
Alberta,2021-10,"Professional occupations in law, education, social, community and government services",330.8
Alberta,2021-10,Professional occupations in natural and applied sciences,250.8
Alberta,2021-10,Professional occupations in natural sciences,30.3
Alberta,2021-10,Professional occupations in social and community services,60.6
Alberta,2021-10,Retail sales and service supervisors and specialized occupations in sales and services,166.8
Alberta,2021-10,"Sales and service occupations, except management",1002.0
Alberta,2021-10,Sales and service representatives and other customer and personal services occupations,309.8
Alberta,2021-10,Sales and service support occupations,372.4
Alberta,2021-10,Specialized middle management occupations,133.7
Alberta,2021-10,"Supervisors and occupations in natural resources, agriculture and related production",72.69999999999999
Alberta,2021-10,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",57.3
Alberta,2021-10,"Support occupations in art, culture and sport",26.0
Alberta,2021-10,"Technical occupations in art, culture and sport",23.0
Alberta,2021-10,Technical occupations in health,114.4
Alberta,2021-10,Technical occupations related to natural and applied sciences,114.4
Alberta,2021-10,Technical trades and transportation officers and controllers,433.2
Alberta,2021-10,Therapy and assessment professionals,14.5
Alberta,2021-10,"Trades, transport and equipment operators and related occupations, except management",835.9
Alberta,2021-10,"Workers and labourers in natural resources, agriculture and related production",74.0
Alberta,2021-11,Administrative and financial supervisors and specialized administrative occupations,177.6
Alberta,2021-11,Administrative and financial support and supply chain logistics occupations,204.1
Alberta,2021-11,Administrative occupations and transportation logistics occupations,132.5
Alberta,2021-11,Assisting occupations in education and in legal and public protection,41.3
Alberta,2021-11,Assisting occupations in support of health services,107.0
Alberta,2021-11,"Business, finance and administration occupations, except management",716.1
Alberta,2021-11,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",19.9
Alberta,2021-11,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",115.7
Alberta,2021-11,General trades,220.2
Alberta,2021-11,"Health occupations, except management",377.6
Alberta,2021-11,Health treating and consultation services professionals,55.9
Alberta,2021-11,"Helpers and labourers and other transport drivers, operators and labourers",127.8
Alberta,2021-11,"Labourers in processing, manufacturing and utilities",12.399999999999999
Alberta,2021-11,Legislative and senior management occupations,11.2
Alberta,2021-11,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",64.2
Alberta,2021-11,"Mail and message distribution, other transport equipment operators and related maintenance workers",35.0
Alberta,2021-11,Management occupations,428.0
Alberta,2021-11,Middle management occupations in retail and wholesale trade and customer services,115.0
Alberta,2021-11,"Middle management occupations in trades, transportation, production and utilities",158.9
Alberta,2021-11,"Natural and applied sciences and related occupations, except management",372.4
Alberta,2021-11,"Natural resources, agriculture and related production occupations, except management",145.6
Alberta,2021-11,Nursing and allied health professionals,79.9
Alberta,2021-11,"Occupations in art, culture and sport",16.799999999999997
Alberta,2021-11,"Occupations in art, culture, recreation and sport, except management",85.8
Alberta,2021-11,"Occupations in education, law and social, community and government services, except management",514.5
Alberta,2021-11,Occupations in front-line public protection services,23.4
Alberta,2021-11,"Occupations in manufacturing and utilities, except management",135.1
Alberta,2021-11,Occupations in sales and services,148.29999999999998
Alberta,2021-11,"Paraprofessional occupations in legal, social, community and education services",90.60000000000001
Alberta,2021-11,Professional occupations in applied sciences (except engineering),125.89999999999999
Alberta,2021-11,Professional occupations in art and culture,11.8
Alberta,2021-11,Professional occupations in business,88.0
Alberta,2021-11,Professional occupations in education services,184.4
Alberta,2021-11,Professional occupations in engineering,87.7
Alberta,2021-11,Professional occupations in finance,110.1
Alberta,2021-11,Professional occupations in finance and business,199.10000000000002
Alberta,2021-11,Professional occupations in government services,59.0
Alberta,2021-11,Professional occupations in health,158.6
Alberta,2021-11,Professional occupations in law,21.0
Alberta,2021-11,"Professional occupations in law, education, social, community and government services",332.6
